iter	Passed	Remaining
322	205499	2975603
323	206126	2974832
324	206837	2975279
325	207460	2974450
326	208139	2974421
327	208897	2975521
328	209536	2974912
329	210167	2974190
330	210369	2967420
331	211043	2967325
332	211694	2966902
333	212353	2966586
334	213073	2967121
335	213726	2966724
336	214422	2966913
337	215132	2967304
338	215878	2968163
339	216607	2968791
340	217240	2968108
341	217950	2968460
342	218742	2969921
343	219430	2969965
344	220103	2969802
345	220720	2968880
346	221432	2969238
347	222120	2969271
348	222826	2969536
349	223509	2969482
350	224177	2969240
351	224900	2969707
352	225518	2968792
353	226213	2968895
354	226935	2969335
355	227646	2969632
356	228444	2971059
357	229105	2970690
358	229787	2970594
359	230316	2968520
360	231065	2969290
361	231713	2968744
362	232400	2968712
363	233032	2967966
364	233703	2967718
365	234398	2967767
366	235120	2968161
367	235873	2968932
368	236452	2967512
369	237209	2968320
370	237988	2969398
371	238730	2970016
372	239424	2970021
373	240097	2969761
374	240764	2969427
375	241515	2970123
376	242167	2969599
377	242789	2968709
378	243435	2968112
379	244157	2968438
380	244834	2968219
381	245526	2968167
382	246155	2967365
383	246835	2967173
384	247529	2967133
385	248190	2966707
386	248920	2967105
387	249446	2965074
388	250176	2965458
389	250889	2965643
390	251644	2966310
391	252373	2966682
392	253025	2966129
393	253641	2965157
394	254422	2966120
395	255068	2965488
396	255802	2965893
397	256625	2967312
398	257256	2966510
399	257949	2966421
400	258734	2967383
401	259393	2966895
402	260006	2965881
403	260706	2965860
404	261155	2962987
405	261907	2963548
406	262624	2963726
407	263328	2963739
408	263658	2959554
409	264422	2960239
410	265125	2960249
411	265775	2959658
412	266443	2959267
413	267138	2959168
414	267833	2959076
415	268684	2960694
416	269346	2960231
417	269980	2959447
418	270718	2959815
419	271380	2959336
420	271872	2957012
421	272584	2957090
422	273168	2955774
423	273821	2955200
424	274457	2954453
425	275176	2954598
426	275835	2954088
427	276540	2954071
428	277224	2953831
429	277857	2953046
430	278529	2952673
431	279225	2952546
432	279826	2951424
433	280494	2951005
434	281176	2950736
435	281885	2950748
436	282588	2950690
437	283205	2949732
438	283791	2948463
439	284472	2948164
440	285164	2947997
441	285729	2946506
442	286358	2945675
443	287074	2945746
444	287761	2945516
445	288513	2945942
446	289205	2945750
447	289863	2945221
448	290517	2944639
449	291210	2944461
450	291783	2943069
451	292400	2942116
452	293079	2941794
453	293633	2940220
454	294251	2939279
455	295008	2939734
456	295720	2939734
457	296388	2939297
458	297103	2939318
459	297811	2939265
460	298485	2938886
461	299105	2937970
462	299765	2937438
463	300372	2936400
464	301101	2936549
465	301753	2935943
466	302484	2936103
467	303231	2936420
468	303910	2936073
469	304581	2935646
470	305265	2935344
471	305977	2935305
472	306703	2935405
473	307405	2935265
474	308032	2934412
475	308801	2934915
476	309477	2934521
477	310183	2934411
478	310907	2934475
479	311609	2934326
480	312342	2934462
481	312986	2933762
482	313706	2933772
483	314392	2933463
484	315035	2932751
485	315744	2932660
486	316359	2931681
487	316960	2930583
488	317708	2930845
489	318486	2931372
490	319105	2930442
491	319758	2929817
492	320467	2929712
493	321207	2929880
494	321927	2929863
495	322575	2929189
496	323295	2929176
497	323911	2928207
498	324654	2928395
499	325303	2927730
500	326024	2927711
501	326725	2927516
502	327323	2926389
503	327984	2925826
504	328720	2925941
505	329376	2925331
506	330014	2924569
507	330683	2924073
508	331350	2923565
509	332014	2923029
510	332658	2922318
511	333306	2921638
512	333988	2921263
513	334733	2921426
514	335446	2921314
515	336091	2920610
516	336835	2920760
517	337572	2920850
518	338361	2921386
519	339037	2920936
520	339743	2920750
521	340372	2919902
522	341059	2919546
523	341732	2919078
524	342440	2918894
525	343087	2918196
526	343687	2917105
527	344525	2918027
528	345193	2917505
529	345902	2917325
530	346659	2917556
531	347320	2916973
532	348063	2917070
533	348787	2917016
534	349519	2917017
535	350194	2916549
536	350884	2916193
537	351561	2915742
538	352293	2915737
539	352943	2915048
540	353696	2915218
541	354344	2914516
542	355091	2914623
543	355838	2914735
544	356468	2913888
545	357144	2913406
546	357870	2913339
547	358573	2913080
548	359200	2912207
549	359833	2911380
550	360506	2910873
551	361167	2910280
552	361835	2909730
553	362545	2909525
554	363212	2908971
555	363887	2908485
556	364538	2907801
557	365209	2907276
558	365896	2906879
559	366573	2906406
560	367291	2906251
561	367951	2905634
562	368674	2905525
563	369389	2905339
564	369996	2904309
565	370684	2903912
566	371502	2904530
567	372226	2904415
568	372912	2903995
569	373544	2903163
570	374225	2902704
571	374964	2902699
572	375659	2902347
573	376287	2901477
574	376965	2900993
575	377627	2900392
576	378366	2900374
577	379075	2900120
578	379735	2899503
579	380476	2899494
580	381165	2899085
581	381789	2898191
582	382479	2897789
583	383153	2897267
584	383852	2896936
585	384524	2896403
586	385204	2895927
587	385930	2895790
588	386584	2895117
589	387254	2894562
590	388003	2894598
591	388775	2894801
592	389417	2894033
593	390159	2894009
594	390828	2893447
595	391547	2893247
596	392233	2892801
597	392935	2892480
598	393569	2891652
599	394348	2891892
600	394984	2891078
601	395711	2890928
602	396433	2890742
603	397056	2889835
604	397814	2889909
605	398541	2889755
606	399169	2888881
607	399881	2888615
608	400622	2888558
609	401390	2888693
610	402066	2888163
611	402741	2887626
612	403472	2887491
613	404191	2887269
614	404920	2887114
615	405609	2886673
616	406361	2886682
617	407032	2886109
618	407757	2885918
619	408517	2885975
620	409252	2885858
621	409908	2885178
622	410552	2884410
623	411170	2883465
624	411838	2882871
625	412452	2881895
626	413174	2881679
627	413872	2881290
628	414473	2880228
629	415167	2879814
630	415830	2879178
631	416558	2878998
632	417163	2877967
633	417922	2877996
634	418625	2877637
635	419315	2877192
636	420144	2877690
637	420816	2877120
638	421479	2876481
639	422133	2875786
640	422855	2875547
641	423512	2874868
642	424253	2874762
643	424955	2874385
644	425697	2874280
645	426348	2873560
646	427044	2873145
647	427698	2872447
648	428426	2872241
649	429101	2871681
650	429859	2871674
651	430559	2871278
652	431280	2871017
653	431924	2870251
654	432679	2870220
655	433284	2869186
656	434021	2869034
657	434790	2869086
658	435484	2868649
659	436118	2867808
660	436825	2867454
661	437530	2867082
662	438257	2866852
663	438874	2865904
664	439591	2865606
665	440217	2864719
666	440963	2864609
667	441643	2864071
668	442277	2863231
669	442938	2862574
670	443618	2862035
671	444330	2861697
672	445031	2861293
673	445684	2860577
674	446260	2859372
675	446965	2858994
676	447665	2858581
677	448453	2858724
678	449078	2857834
679	449799	2857546
680	450464	2856910
681	451214	2856811
682	451836	2855898
683	452466	2855037
684	453220	2854955
685	453828	2853960
686	454518	2853474
687	455173	2852774
688	455911	2852590
689	456614	2852188
690	457230	2851241
691	457952	2850950
692	458723	2850972
693	459429	2850583
694	460138	2850211
695	460873	2849997
696	461608	2849787
697	462241	2848943
698	462845	2847922
699	463506	2847252
700	464192	2846738
701	464833	2845945
702	465543	2845575
703	466195	2844851
704	466895	2844423
705	467593	2843972
706	468317	2843689
707	469004	2843173
708	469775	2843166
709	470440	2842521
710	471091	2841789
711	471746	2841077
712	472423	2840505
713	473149	2840221
714	473868	2839896
715	474588	2839578
716	475316	2839302
717	475994	2838730
718	476710	2838384
719	477450	2838180
720	478032	2837031
721	478714	2836483
722	479331	2835546
723	480018	2835024
724	480737	2834696
725	481437	2834248
726	482156	2833915
727	482782	2833028
728	483333	2831713
729	483983	2830973
730	484694	2830588
731	485418	2830281
732	486075	2829584
733	486725	2828845
734	487364	2828042
735	488038	2827437
736	488788	2827277
737	489456	2826643
738	490166	2826252
739	490832	2825602
740	491512	2825033
741	492239	2824738
742	492908	2824104
743	493620	2823719
744	494281	2823041
745	494946	2822387
746	495695	2822210
747	496382	2821679
748	497040	2820988
749	497835	2821067
750	498494	2820379
751	499154	2819691
752	499819	2819035
753	500496	2818444
754	501125	2817584
755	501741	2816653
756	502398	2815954
757	503094	2815469
758	503754	2814785
759	504455	2814328
760	505101	2813566
761	505841	2813327
762	506464	2812436
763	507211	2812236
764	507949	2811979
765	508687	2811726
766	509416	2811422
767	510105	2810895
768	510770	2810231
769	511437	2809587
770	512133	2809093
771	512789	2808387
772	513503	2807993
773	514148	2807225
774	514771	2806333
775	515480	2805912
776	516148	2805268
777	516830	2804700
778	517468	2803893
779	518228	2803751
780	518944	2803365
781	519645	2802896
782	520337	2802377
783	521015	2801787
784	521672	2801084
785	522317	2800312
786	522970	2799584
787	523520	2798309
788	524189	2797670
789	524947	2797502
790	525597	2796765
791	526268	2796134
792	526968	2795655
793	527539	2794498
794	528274	2794204
795	528994	2793833
796	529654	2793147
797	530322	2792498
798	530954	2791666
799	531646	2791142
800	532396	2790928
801	533066	2790292
802	533693	2789427
803	534413	2789053
804	535182	2788930
805	535876	2788420
806	536630	2788219
807	537316	2787662
808	538061	2787411
809	538783	2787038
810	539371	2785976
811	540059	2785431
812	540729	2784788
813	541387	2784089
814	542122	2783784
815	542801	2783185
816	543450	2782440
817	544146	2781933
818	544874	2781589
819	545623	2781348
820	546323	2780858
821	547044	2780477
822	547733	2779928
823	548488	2779720
824	549202	2779297
825	549824	2778410
826	550451	2777550
827	551112	2776860
828	551852	2776569
829	552590	2776267
830	553269	2775670
831	553950	2775081
832	554623	2774447
833	555366	2774169
834	556079	2773735
835	556880	2773743
836	557549	2773093
837	558277	2772733
838	558961	2772157
839	559638	2771543
840	560345	2771079
841	560982	2770268
842	561675	2769734
843	562380	2769258
844	562940	2768065
845	563605	2767397
846	564174	2766251
847	564904	2765899
848	565659	2765669
849	566241	2764590
850	566928	2764025
851	567648	2763624
852	568306	2762917
853	569027	2762514
854	569655	2761662
855	570412	2761438
856	571126	2761000
857	571873	2760721
858	572572	2760213
859	573226	2759484
860	573969	2759186
861	574631	2758499
862	575341	2758037
863	576108	2757852
864	576825	2757426
865	577506	2756828
866	578081	2755719
867	578854	2755558
868	579578	2755165
869	580208	2754321
870	580833	2753457
871	581540	2752982
872	582185	2752211
873	582857	2751566
874	583533	2750944
875	584217	2750359
876	584823	2749403
877	585513	2748843
878	586212	2748329
879	586874	2747640
880	587496	2746764
881	588178	2746166
882	588858	2745560
883	589661	2745530
884	590386	2745129
885	591118	2744762
886	591759	2743976
887	592543	2743850
888	593194	2743107
889	593908	2742656
890	594583	2742022
891	595288	2741531
892	595993	2741037
893	596724	2740662
894	597492	2740456
895	598316	2740501
896	598958	2739715
897	599697	2739373
898	600403	2738881
899	601108	2738381
900	601900	2738281
901	602648	2737976
902	603329	2737363
903	603988	2736655
904	604656	2735986
905	605417	2735736
906	606245	2735790
907	607045	2735714
908	607694	2734961
909	608518	2734989
910	609290	2734784
911	609985	2734235
912	610646	2733530
913	611467	2733540
914	612092	2732673
915	612912	2732678
916	613538	2731820
917	614278	2731465
918	615005	2731051
919	615727	2730615
920	616334	2729671
921	617110	2729476
922	617845	2729094
923	618579	2728713
924	619321	2728362
925	620057	2727985
926	620751	2727422
927	621494	2727075
928	622238	2726730
929	622927	2726144
930	623608	2725523
931	624295	2724927
932	625091	2724809
933	625834	2724459
934	626555	2724007
935	627301	2723667
936	628047	2723328
937	628869	2723314
938	629660	2723164
939	630316	2722430
940	631127	2722367
941	631932	2722272
942	632728	2722140
943	633561	2722167
944	634211	2721406
945	634845	2720572
946	635539	2720001
947	636359	2719967
948	637154	2719825
949	637885	2719406
950	638654	2719149
951	639448	2718998
952	640165	2718522
953	640891	2718078
954	641647	2717763
955	642376	2717333
956	643147	2717079
957	643899	2716747
958	644540	2715942
959	645279	2715552
960	646009	2715122
961	646675	2714423
962	647452	2714190
963	648307	2714282
964	649050	2713904
965	649708	2713170
966	650416	2712646
967	651053	2711824
968	651771	2711341
969	652456	2710720
970	653163	2710191
971	653842	2709545
972	654603	2709238
973	655373	2708968
974	656020	2708186
975	656708	2707576
976	657552	2707610
977	658260	2707078
978	658967	2706546
979	659667	2705983
980	660415	2705615
981	661172	2705287
982	661891	2704797
983	662697	2704669
984	663510	2704561
985	664314	2704420
986	665062	2704048
987	665782	2703561
988	666540	2703228
989	667280	2702823
990	668150	2702943
991	668898	2702565
992	669714	2702463
993	670369	2701709
994	671082	2701193
995	671807	2700719
996	672565	2700382
997	673272	2699835
998	673951	2699179
999	674747	2698990
1000	675507	2698657
1001	676343	2698623
1002	677020	2697955
1003	677735	2697441
1004	678447	2696913
1005	679155	2696369
1006	679849	2695767
1007	680597	2695381
1008	681268	2694688
1009	681964	2694096
1010	682647	2693451
1011	683390	2693044
1012	684094	2692481
1013	684799	2691924
1014	685577	2691652
1015	686215	2690828
1016	686947	2690374
1017	687612	2689658
1018	688311	2689077
1019	689076	2688749
1020	689808	2688292
1021	690580	2687991
1022	691310	2687527
1023	692112	2687344
1024	692904	2687116
1025	693573	2686413
1026	694173	2685445
1027	694735	2684328
1028	695476	2683904
1029	696092	2682995
1030	696790	2682407
1031	697487	2681813
1032	698270	2681548
1033	699042	2681239
1034	699806	2680903
1035	700525	2680387
1036	701217	2679772
1037	701944	2679292
1038	702675	2678823
1039	703449	2678519
1040	704147	2677925
1041	704888	2677495
1042	705631	2677069
1043	706309	2676399
1044	707036	2675913
1045	707800	2675568
1046	708653	2675556
1047	709299	2674764
1048	710007	2674201
1049	710705	2673606
1050	711383	2672935
1051	712133	2672532
1052	712871	2672084
1053	713590	2671563
1054	714280	2670935
1055	715039	2670564
1056	715759	2670045
1057	716551	2669799
1058	717303	2669399
1059	718034	2668919
1060	718816	2668632
1061	719499	2667974
1062	720189	2667341
1063	720898	2666783
1064	721680	2666490
1065	722368	2665852
1066	723144	2665535
1067	723841	2664929
1068	724450	2663999
1069	725198	2663580
1070	725871	2662883
1071	726621	2662469
1072	727314	2661847
1073	727965	2661073
1074	728681	2660535
1075	729394	2659985
1076	730086	2659359
1077	730881	2659107
1078	731635	2658703
1079	732360	2658197
1080	733151	2657927
1081	733929	2657611
1082	734642	2657058
1083	735483	2656967
1084	736362	2657013
1085	737091	2656516
1086	737799	2655941
1087	738546	2655508
1088	739291	2655068
1089	739967	2654379
1090	740721	2653969
1091	741506	2653668
1092	742213	2653090
1093	742963	2652666
1094	743597	2651824
1095	744303	2651242
1096	744956	2650468
1097	745573	2649568
1098	746292	2649032
1099	747060	2648669
1100	747748	2648022
1101	748502	2647607
1102	749164	2646867
1103	749836	2646162
1104	750589	2645742
1105	751353	2645363
1106	752048	2644736
1107	752851	2644491
1108	753598	2644050
1109	754381	2643733
1110	755097	2643179
1111	755848	2642751
1112	756550	2642147
1113	757210	2641401
1114	758058	2641308
1115	758804	2640857
1116	759581	2640514
1117	760231	2639732
1118	760898	2639006
1119	761616	2638457
1120	762319	2637855
1121	762996	2637165
1122	763766	2636795
1123	764404	2635971
1124	765125	2635430
1125	765775	2634649
1126	766440	2633917
1127	767192	2633484
1128	768002	2633249
1129	768797	2632959
1130	769556	2632551
1131	770302	2632093
1132	770979	2631400
1133	771715	2630910
1134	772459	2630446
1135	773098	2629622
1136	773745	2628830
1137	774447	2628221
1138	775134	2627563
1139	775779	2626761
1140	776417	2625937
1141	777127	2625358
1142	777905	2625005
1143	778656	2624563
1144	779305	2623773
1145	779979	2623073
1146	780712	2622569
1147	781396	2621898
1148	782090	2621263
1149	782766	2620567
1150	783492	2620037
1151	784148	2619273
1152	784796	2618483
1153	785479	2617811
1154	786111	2616969
1155	786930	2616746
1156	787678	2616289
1157	788371	2615649
1158	789106	2615149
1159	789703	2614189
1160	790337	2613353
1161	790861	2612155
1162	791535	2611455
1163	792212	2610762
1164	792941	2610242
1165	793605	2609506
1166	794309	2608903
1167	795009	2608285
1168	795675	2607555
1169	796342	2606831
1170	796953	2605922
1171	797662	2605332
1172	798421	2604910
1173	799189	2604512
1174	799982	2604197
1175	800680	2603573
1176	801258	2602559
1177	801954	2601928
1178	802683	2601402
1179	803355	2600693
1180	804018	2599956
1181	804716	2599329
1182	805406	2598678
1183	806061	2597915
1184	806767	2597315
1185	807475	2596720
1186	808201	2596184
1187	808949	2595719
1188	809626	2595025
1189	810345	2594467
1190	811048	2593858
1191	811736	2593199
1192	812472	2592692
1193	813219	2592221
1194	814014	2591903
1195	814758	2591421
1196	815441	2590747
1197	816148	2590148
1198	816797	2589365
1199	817504	2588764
1200	818270	2588349
1201	818838	2587311
1202	819626	2586966
1203	820379	2586512
1204	821093	2585933
1205	821737	2585133
1206	822501	2584713
1207	823176	2584011
1208	823907	2583483
1209	824669	2583055
1210	825425	2582608
1211	826075	2581827
1212	826672	2580879
1213	827445	2580486
1214	828173	2579948
1215	828711	2578818
1216	829405	2578177
1217	830143	2577672
1218	830840	2577036
1219	831542	2576419
1220	832275	2575895
1221	832999	2575344
1222	833662	2574607
1223	834403	2574108
1224	835124	2573546
1225	835848	2572996
1226	836573	2572446
1227	837300	2571902
1228	838068	2571487
1229	838847	2571101
1230	839595	2570622
1231	840335	2570115
1232	841099	2569686
1233	841668	2568657
1234	842464	2568324
1235	843181	2567747
1236	843983	2567429
1237	844716	2566901
1238	845449	2566371
1239	846217	2565950
1240	846925	2565345
1241	847630	2564730
1242	848359	2564188
1243	849061	2563565
1244	849739	2562869
1245	850497	2562412
1246	851291	2562067
1247	852062	2561648
1248	852778	2561066
1249	853493	2560479
1250	854090	2559540
1251	854934	2559342
1252	855695	2558892
1253	856392	2558250
1254	857095	2557626
1255	857878	2557243
1256	858609	2556702
1257	859196	2555734
1258	859971	2555322
1259	860675	2554704
1260	861422	2554211
1261	862103	2553520
1262	862836	2552985
1263	863594	2552522
1264	864355	2552069
1265	865016	2551321
1266	865680	2550578
1267	866419	2550062
1268	867199	2549663
1269	867922	2549095
1270	868561	2548280
1271	869327	2547839
1272	870035	2547228
1273	870736	2546596
1274	871402	2545861
1275	872143	2545347
1276	872919	2544931
1277	873601	2544245
1278	874376	2543827
1279	875117	2543308
1280	875836	2542730
1281	876552	2542137
1282	877173	2541273
1283	877900	2540716
1284	878710	2540395
1285	879379	2539670
1286	880130	2539180
1287	880850	2538599
1288	881550	2537963
1289	882299	2537466
1290	882920	2536600
1291	883623	2535972
1292	884290	2535240
1293	885040	2534743
1294	885796	2534266
1295	886547	2533775
1296	887236	2533105
1297	888059	2532816
1298	888818	2532345
1299	889558	2531820
1300	890277	2531235
1301	891046	2530792
1302	891820	2530360
1303	892578	2529885
1304	893352	2529455
1305	894020	2528721
1306	894671	2527943
1307	895279	2527042
1308	896000	2526461
1309	896719	2525873
1310	897401	2525181
1311	898151	2524682
1312	898893	2524159
1313	899575	2523465
1314	900203	2522623
1315	900972	2522176
1316	901514	2521092
1317	902146	2520261
1318	902883	2519723
1319	903477	2518786
1320	904274	2518413
1321	904987	2517810
1322	905668	2517114
1323	906414	2516601
1324	907125	2515989
1325	907797	2515270
1326	908492	2514613
1327	909244	2514116
1328	909969	2513542
1329	910659	2512871
1330	911387	2512307
1331	912072	2511621
